0,246,175,0
1,266,150,1
2,296,109,2
3,325,66,3
4,337,45,4
5,357,25,5
6,403,38,6
7,445,55,7
8,480,86,8
9,451,105,9
10,418,84,10
11,378,68,11
12,356,94,12
13,336,125,13
14,370,139,14
15,408,152,15
16,449,176,16
17,478,135,17
18,396,246,18
19,355,230,19
20,322,213,20
21,269,187,21
22,291,201,22
23,432,266,23
24,469,282,24
25,513,302,25
26,537,264,26
27,511,250,27
28,488,227,28
29,444,226,29
30,472,194,30
31,503,106,31
32,535,134,32
33,510,165,33
34,560,198,34
35,572,178,35
36,586,158,36
37,632,185,37
38,703,215,38
39,786,241,39
40,756,278,40
41,682,247,41
42,637,237,42
43,646,214,43
44,599,218,44
45,570,240,45
46,536,227,46
47,619,271,47
48,603,294,48
49,587,317,49
50,573,339,50
51,617,346,51
52,697,377,52
53,715,357,53
54,725,333,54
55,735,310,55
56,680,300,56
57,695,277,57
58,626,375,58
59,500,327,59
60,681,398,60
61,338,188,61
62,350,168,62
63,318,153,63
64,385,119,64
65,430,125,66
66,393,176,67
67,368,204,68
68,426,200,69
69,661,192,70
70,652,313,71
5,4,257.12973861329004
4,3,219.87975677177863
3,2,471.5019083596342
2,1,461.85039257747417
1,0,291.05110170149317
0,21,235.83857765586995
21,22,237.06190564373273
22,20,302.1958207017211
20,19,337.4674762412834
19,18,400.1032924484616
18,23,374.3865505813455
23,24,366.4662612862977
24,25,439.38348994889355
25,59,256.1636873382795
25,50,640.8284926755313
50,51,405.03035290809936
58,51,276.04048092161776
58,60,541.9584931195957
60,52,240.00688695352883
52,53,244.61134631043112
53,54,236.36363636363637
54,55,227.99884007244464
40,39,433.03655868416564
40,55,347.9574401637207
39,38,790.700076875074
38,69,435.32072341137746
69,43,242.06412646716998
43,42,224.52889154960855
42,47,349.7342556667517
47,48,254.70774047494365
48,49,254.70774047494365
50,49,237.06190564373273
47,56,614.0234469370284
56,57,249.62782214083606
57,55,471.4142604532427
56,55,508.1972676135886
57,42,640.5059983203105
57,41,297.2324131685785
40,41,729.371970310335
38,41,347.9574401637207
69,37,271.20788891229637
37,44,424.26406871192853
44,45,330.9140858763872
45,26,370.9491956927848
26,25,408.58554644080425
26,48,659.0752349233404
47,45,527.1159641572445
44,42,386.22992338632736
36,37,484.8958310216214
36,35,221.93737483152188
35,34,212.03461435801094
44,34,398.4474000147478
34,46,342.2096404494311
46,45,330.9140858763872
46,27,308.8234136629642
27,26,268.45132836788
27,24,480.01377390705767
29,23,379.6475094149292
29,30,386.5507568267146
28,30,333.40219674349544
28,27,295.69919940528354
34,33,544.6205745727331
36,32,512.4080244015256
32,33,362.0419591225433
32,31,386.5507568267146
31,17,348.0761767104845
17,33,398.7584036265693
17,16,456.5410737996262
16,30,265.5105793910952
16,68,302.1958207017211
68,18,499.2556442816721
19,67,264.2625791590661
67,66,341.2422614386084
66,15,257.29039451063466
15,65,316.6195412230545
65,9,263.6363636363637
9,17,366.91701946564666
31,8,277.0863755296031
8,9,315.180651333813
20,61,269.8331287210151
61,67,309.0909090909091
66,62,397.61686779325527
62,61,212.03461435801094
62,14,320.25299916015524
14,15,365.1106477822401
64,14,227.27272727272728
64,65,412.7112531933152
9,10,355.592858465599
10,64,437.3095807565707
10,7,360.21114102107185
7,8,425.0425355476713
7,6,411.90948215306156
6,11,355.0113489048479
11,12,309.62520665320733
12,13,335.37939537630393
13,14,334.26866019727703
13,63,302.6057632198771
63,62,321.2835826740417
13,2,391.64834960978214
63,1,473.51333247656066
10,11,391.64834960978214
11,4,427.3694281288422
5,6,434.56066918971345
70,48,477.7703033989423
70,56,280.64270982605694
70,54,688.0923443696822
70,51,437.3095807565707
16,15,431.8899461898074
