0,503,230,a
1,523,229,b
2,504,183,c
3,526,185,d
4,342,166,e
5,431,178,f
6,416,228,g
7,334,216,h
8,246,223,i
9,253,173,j
10,231,75,k
11,263,453,l
12,245,293,m
13,522,420,n
14,534,390,ñ
15,507,387,o
16,326,277,p
17,316,316,q
18,342,130,r
19,381,131,s
20,466,71,t
21,561,188,u
22,601,212,v
23,678,60,w
24,635,213,x
25,655,222,y
26,644,245,z
27,610,254,1
28,503,285,2
29,525,274,3
30,581,315,4
31,567,371,5
32,568,419,6
33,696,210,7
34,904,205,8
35,906,230,9
36,785,233,10
37,694,232,11
38,786,207,12
39,570,130,13
40,519,116,14
41,623,418,15
42,656,446,16
43,683,496,17
44,743,465,18
45,833,477,19
46,945,472,20
47,1034,442,21
48,1178,396,22
49,749,310,23
50,878,317,24
51,1184,279,25
52,1158,265,26
53,1177,215,27
54,1018,235,28
55,303,440,29
56,307,394,30
57,333,347,31
58,393,314,32
59,413,275,33
60,347,381,34
61,428,341,35
62,484,329,36
63,450,251,37
64,408,104,38
65,381,27,39
66,284,64,40
67,596,376,41
68,716,292,42
69,666,261,43
70,618,292,44
71,657,310,45
72,632,349,46
73,625,323,47
74,587,343,48
75,833,398,49
76,448,115,50
77,961,199,51
78,1026,301,52
79,814,371,53
80,765,348,54
81,734,379,55
82,682,350,56
83,1032,355,57
84,1141,392,58
85,944,336,59
86,946,307,60
87,355,452,61
88,413,517,62
89,442,534,63
90,523,531,64
91,608,558,65
92,657,571,66
93,733,551,67
94,777,528,68
95,708,528,69
96,908,587,70
97,625,159,71
98,640,123,72
99,662,90,73
100,722,184,74
101,843,182,75
102,899,178,76
103,1003,170,77
104,1043,162,78
105,1185,155,79
106,1015,39,80
107,967,46,81
108,928,77,82
109,879,112,83
110,828,133,84
111,771,147,85
112,721,148,86
113,685,142,87
114,581,260,88
115,551,267,89
116,556,229,90
117,613,187,91
118,548,153,92
119,785,262,92
120,789,303,93
121,779,282,94
122,389,75,95
123,308,162,96
124,452,45,97
125,411,487,98
126,445,466,99
127,536,466,100
128,581,493,101
129,788,593,102
130,649,515,103
131,627,593,105
132,1114,218,106
133,1107,161,107
134,598,114,a
135,649,56,b
10,9,411.2268232984226
9,8,206.71110844914298
8,12,286.62973973457844
11,12,659.219285920693
11,55,172.20383322055383
56,55,189.04817893811486
56,57,219.9134576009235
57,60,150.54531470423268
55,87,218.49871668296228
60,125,506.96538048775733
88,87,356.67377184490425
88,89,137.63158768264594
89,90,331.86509988201567
90,91,365.1503248980689
91,92,207.56085917419702
92,131,152.31649698396106
131,91,163.05363667677815
125,128,696.4631551105134
127,126,372.5806451612903
127,128,214.86261945025487
128,130,292.62022665597317
130,43,159.46731739626915
43,42,232.65528401527902
42,41,177.19350006864002
41,32,225.22332198644028
13,14,132.29064910826696
15,13,148.4145845391889
13,90,454.4849436268742
92,93,321.76036190809947
93,95,139.0854828283573
95,43,166.2605549975557
43,44,276.5087851919605
44,45,371.74735709472304
45,46,459.0175189183848
46,47,384.53671251742685
47,48,618.9292475066976
48,84,152.3715146837809
84,83,471.2884941641491
83,78,222.45238924952957
78,51,653.1391641549437
52,51,120.90301761481443
52,54,586.2135174790566
54,78,272.20119829956514
78,86,328.46334836940053
86,85,119.01652138305332
83,85,368.60006516742
86,50,281.40631719876234
75,45,323.4491315136476
79,75,135.1736830357898
79,80,221.62191756322767
80,49,168.81201692975534
49,82,319.48603909264534
82,81,243.77379470865432
81,80,179.49633676273896
49,50,528.9407983828444
50,120,368.87283288987544
120,49,166.2605549975557
120,121,95.23082147325788
121,119,85.4913436213519
119,36,118.73449131513647
36,38,106.53032020632845
38,34,483.19594067866365
34,35,102.68434112443845
35,36,495.5616729752317
35,54,459.0175189183848
54,132,399.1673020575778
132,53,258.2327305361334
132,133,235.12793176522112
133,104,262.0667241645526
104,103,167.01503121445347
103,77,208.96943182172203
77,34,234.6640625657242
102,34,112.4254335448182
102,101,229.8645518468489
101,110,209.81003632036007
110,111,240.31092282747554
111,112,204.75557903307669
112,100,147.45139515562792
100,68,442.86547924433614
100,33,150.54531470423268
37,36,372.60314059649033
37,25,164.8429604450407
33,25,174.908265257741
25,24,89.79485143700039
25,26,104.38439450903343
26,27,144.00041638642088
27,22,175.864055243717
22,24,139.26615250767577
22,117,113.53821652293983
117,97,124.72482009603424
97,98,159.6774193548387
99,23,139.20595533498758
99,98,162.38400905625656
98,113,199.99268807943116
113,112,149.42766513635823
100,97,410.1247195520179
100,101,495.47709892000785
38,33,368.6910101639106
110,109,225.81797205634902
109,108,246.543069067847
107,108,203.97633614574588
106,107,198.6048553726808
124,20,120.90301761481443
20,40,284.66378598529377
40,39,216.53351768330154
39,97,254.57152425380835
39,118,130.31176309521217
118,3,158.993572874757
3,2,90.44588425984605
3,21,143.8256938754987
21,22,190.9889950668932
1,3,180.56713234481344
2,0,192.47531316472666
0,1,81.98814950602059
1,116,135.11166253101737
116,21,169.10965809580435
114,27,121.24914777511363
114,115,126.12814377784838
115,29,110.24220759022246
29,28,100.70628732412204
28,15,417.93886364344405
14,29,476.36529340891695
29,1,184.42505497534583
0,28,225.18610421836226
118,117,300.33807586008885
135,23,119.85862991415551
135,134,316.21620485530406
134,39,132.0369755304477
5,2,299.583631904507
5,76,267.16633118386596
76,20,194.6404579117397
64,19,156.33551911593395
124,64,301.3410629497208
76,64,169.85147913618383
64,122,141.94860599773463
122,19,231.6081764680503
122,65,199.23688684847764
65,66,425.05779766958193
66,10,221.62191756322767
18,4,147.39454094292802
4,123,140.1660077827746
123,9,229.64566791987355
8,7,361.4358576141247
7,4,207.31842865443244
4,5,367.6893780065459
5,6,213.72835905337973
6,7,339.307954698919
6,0,356.2975831871956
30,116,366.68500981359506
30,74,117.24270349581133
67,74,140.04636114741274
31,30,236.33682370165744
31,32,196.56869884724938
67,72,184.24317617866004
72,73,110.24220759022246
73,74,175.81638914845365
73,71,141.4161859286918
73,70,130.11866084574024
70,27,158.993572874757
70,30,178.37213152757687
70,69,233.94862168552584
62,15,255.45893655762498
62,61,234.48540699162265
61,60,369.8712601987971
57,58,280.36191286372684
57,17,144.75511029253144
17,16,164.8429604450407
16,7,251.8905298779041
16,59,356.2975831871956
59,58,179.44963549051295
59,63,180.56713234481344
63,0,233.41060191235454
62,63,348.37596215584483
93,129,283.33571172916453
129,96,491.9288970361235
96,94,588.2403141925479
94,93,203.27658678963348
94,95,282.5062034739454
106,104,516.4816896213783
107,103,528.6554927263286
77,108,517.4544711644033
102,109,282.3578205636228
105,133,320.2982819429589
52,53,218.99682926572652
18,19,159.72990166335688
40,2,281.1083119079264
82,71,193.12740530885108
68,49,153.90402537568548
68,69,240.86832786239702
69,26,111.37680565465747
71,27,299.33172802597016
126,125,163.61810414111832
90,128,283.89721199546926
